sequence,length,count,up_count,down_count,up_probability
"11,17,20",3,320,131,189,0.409375
"25,14,25",3,318,120,197,0.377358
"3,25,11",3,317,128,189,0.403785
"7,5,5",3,316,142,173,0.449367
"11,7,7",3,316,126,190,0.398734
"10,3,18",3,314,182,132,0.579618
"24,9,25",3,312,178,133,0.570513
"1,11,5",3,312,125,186,0.400641
"23,5,25",3,310,133,177,0.429032
"25,7,25",3,310,134,176,0.432258
"8,8,8",3,309,132,176,0.427184
"8,5,17",3,308,138,170,0.448052
"2,25,3",3,308,178,129,0.577922
"11,12,5",3,308,128,176,0.415584
"17,25,12",3,306,132,174,0.431373
"13,5,5",3,305,173,131,0.567213
"3,10,5",3,305,132,173,0.432787
"18,18,10",3,304,217,87,0.713816
"16,10,3",3,303,182,121,0.60066
"5,8,20",3,302,116,186,0.384106
"25,5,4",3,301,134,165,0.445183
"16,24,16",3,301,240,61,0.797342
"18,25,25",3,301,215,85,0.714286
"6,1,24",3,300,169,130,0.563333
"15,11,5",3,299,108,191,0.361204
"17,17,25",3,299,131,168,0.438127
"11,13,1",3,297,209,88,0.703704
"4,4,17",3,296,120,176,0.405405
"25,7,12",3,296,109,187,0.368243
"7,11,23",3,295,81,214,0.274576
"1,24,6",3,295,172,118,0.583051
"24,2,11",3,294,107,187,0.363946
"4,23,24",3,293,113,179,0.385666
"9,10,10",3,293,114,179,0.389078
"16,5,5",3,292,180,112,0.616438
"14,5,5",3,291,64,227,0.219931
"17,11,1",3,289,129,160,0.446367
"16,16,3",3,288,163,125,0.565972
"12,10,25",3,287,128,159,0.445993
"25,20,4",3,287,106,181,0.369338
"18,16,10",3,286,164,122,0.573427
"4,20,12",3,284,124,160,0.43662
"10,11,17",3,283,109,174,0.385159
"10,17,11",3,283,161,122,0.568905
"12,10,10",3,280,113,167,0.403571
"25,4,4",3,280,118,162,0.421429
"15,11,24",3,279,79,200,0.283154
"12,25,4",3,279,118,161,0.422939
"12,5,24",3,279,102,177,0.365591
"5,4,12",3,278,118,160,0.42446
"25,20,17",3,278,106,169,0.381295
"5,5,7",3,278,109,167,0.392086
"16,25,18",3,278,189,89,0.679856
"17,5,24",3,277,114,163,0.411552
"6,25,21",3,277,123,154,0.444043
"4,11,25",3,277,109,163,0.393502
"16,18,3",3,276,171,105,0.619565
"25,1,1",3,275,159,115,0.578182
"10,10,17",3,275,111,164,0.403636
"24,24,13",3,275,112,163,0.407273
"12,6,25",3,275,106,167,0.385455
"5,7,5",3,274,112,162,0.408759
"7,12,11",3,274,108,166,0.394161
"15,2,2",3,273,162,110,0.593407
"3,6,15",3,272,121,151,0.444853
"5,20,17",3,271,81,190,0.298893
"14,2,2",3,271,120,144,0.442804
"21,10,6",3,270,119,151,0.440741
"15,2,10",3,270,162,108,0.6
"10,6,18",3,269,121,144,0.449814
"25,12,10",3,268,102,166,0.380597
"12,4,17",3,267,117,150,0.438202
"5,7,17",3,266,55,211,0.206767
"22,25,10",3,266,153,113,0.575188
"24,3,2",3,266,148,118,0.556391
"18,2,10",3,266,119,147,0.447368
"16,10,5",3,265,157,108,0.592453
"11,17,23",3,264,111,153,0.420455
"6,6,14",3,264,151,113,0.57197
"14,25,15",3,264,146,117,0.55303
"7,7,7",3,263,72,191,0.273764
"25,25,1",3,263,113,150,0.429658
"7,24,5",3,262,114,145,0.435115
"4,20,4",3,261,69,192,0.264368
"1,16,16",3,260,158,102,0.607692
"2,11,5",3,260,98,162,0.376923
"11,7,25",3,258,99,159,0.383721
"16,10,24",3,258,148,110,0.573643
"17,17,1",3,258,96,162,0.372093
"24,22,25",3,258,154,104,0.596899
"3,6,11",3,258,110,148,0.426357
"21,6,24",3,257,107,150,0.416342
"24,4,20",3,257,90,167,0.350195
"11,5,7",3,256,98,158,0.382812
"17,4,24",3,255,94,159,0.368627
"12,24,12",3,254,100,154,0.393701
"3,11,11",3,253,103,150,0.407115
"12,7,24",3,253,106,146,0.418972
"10,25,17",3,252,104,148,0.412698
"3,5,5",3,252,112,140,0.444444
"15,3,6",3,252,151,101,0.599206
"11,2,17",3,251,95,154,0.378486
"5,17,25",3,250,107,143,0.428
"24,15,6",3,250,141,109,0.564
"24,7,25",3,250,108,142,0.432
"25,15,16",3,250,111,138,0.444
"10,14,6",3,249,110,139,0.441767
"12,17,7",3,249,102,147,0.409639
"3,2,3",3,249,150,99,0.60241
"17,12,4",3,248,82,166,0.330645
"2,17,11",3,248,101,147,0.407258
"17,7,10",3,247,92,155,0.37247
"12,7,11",3,247,86,161,0.348178
"15,6,3",3,247,139,108,0.562753
"23,7,24",3,246,101,143,0.410569
"25,11,13",3,245,109,136,0.444898
"18,5,5",3,245,143,102,0.583673
"18,16,16",3,244,157,87,0.643443
"11,23,17",3,242,100,142,0.413223
"10,14,5",3,242,94,148,0.38843
"10,5,24",3,242,93,149,0.384298
"4,12,11",3,242,88,154,0.363636
"2,2,3",3,242,137,105,0.566116
"24,15,16",3,241,141,100,0.585062
"13,13,11",3,240,135,105,0.5625
"15,18,10",3,240,170,70,0.708333
"5,17,12",3,238,76,162,0.319328
"8,8,25",3,238,99,139,0.415966
"16,24,24",3,238,147,90,0.617647
"3,18,15",3,238,137,93,0.57563
"24,14,15",3,238,149,88,0.62605
"10,6,11",3,237,92,145,0.388186
"1,5,11",3,237,98,137,0.413502
"6,13,6",3,237,140,97,0.590717
"15,2,5",3,237,155,82,0.654008
"13,24,3",3,236,136,100,0.576271
"3,16,24",3,236,159,77,0.673729
"15,14,14",3,235,101,133,0.429787
"12,17,11",3,235,70,165,0.297872
"3,18,3",3,234,105,129,0.448718
"10,18,18",3,233,137,96,0.587983
"14,15,10",3,233,149,84,0.639485
"5,20,7",3,232,52,180,0.224138
"25,20,11",3,231,80,151,0.34632
"5,10,10",3,230,93,137,0.404348
"17,6,10",3,230,91,139,0.395652
"4,25,7",3,230,96,131,0.417391
"16,10,11",3,229,95,134,0.414847
"7,11,12",3,229,30,199,0.131004
"3,13,6",3,229,136,93,0.593886
"10,11,23",3,228,94,134,0.412281
"25,23,5",3,228,102,126,0.447368
"25,7,7",3,227,101,124,0.444934
"18,15,25",3,227,135,92,0.594714
"17,25,11",3,227,81,146,0.356828
"25,16,3",3,226,132,91,0.584071
"12,4,11",3,226,93,133,0.411504
"8,2,5",3,225,91,134,0.404444
"6,16,24",3,225,129,94,0.573333
"25,18,10",3,225,138,87,0.613333
"25,4,5",3,225,85,140,0.377778
"16,15,18",3,224,143,81,0.638393
"17,12,5",3,224,93,131,0.415179
