sequence,length,count,up_count,down_count,up_probability
"12,12,12",3,94,31,63,0.329787
"25,5,20",3,93,40,53,0.430108
"14,14,5",3,93,60,33,0.645161
"24,2,11",3,92,34,58,0.369565
"10,25,2",3,92,38,54,0.413043
"15,11,24",3,91,53,38,0.582418
"13,12,6",3,91,35,56,0.384615
"3,6,14",3,91,57,34,0.626374
"2,25,17",3,91,35,56,0.384615
"15,16,25",3,90,52,38,0.577778
"16,3,25",3,90,37,53,0.411111
"25,12,10",3,90,36,54,0.4
"17,4,24",3,90,39,49,0.433333
"4,2,25",3,90,37,53,0.411111
"4,20,4",3,89,59,30,0.662921
"9,25,6",3,89,50,39,0.561798
"6,1,24",3,89,56,33,0.629213
"21,6,24",3,89,40,49,0.449438
"13,24,13",3,89,34,55,0.382022
"3,14,25",3,89,49,40,0.550562
"14,25,3",3,89,40,49,0.449438
"10,5,23",3,88,32,56,0.363636
"6,14,14",3,88,50,38,0.568182
"11,24,1",3,88,36,52,0.409091
"25,15,11",3,87,56,31,0.643678
"13,24,5",3,87,38,49,0.436782
"3,6,15",3,87,34,53,0.390805
"21,10,6",3,86,49,37,0.569767
"24,13,12",3,86,33,53,0.383721
"6,6,9",3,86,37,49,0.430233
"11,8,25",3,86,31,55,0.360465
"14,10,6",3,86,28,58,0.325581
"8,24,11",3,85,34,51,0.4
"8,8,8",3,85,47,38,0.552941
"7,7,24",3,85,26,58,0.305882
"11,13,1",3,85,49,36,0.576471
"25,20,17",3,85,28,54,0.329412
"20,12,12",3,85,1,84,0.011765
"3,14,10",3,85,26,59,0.305882
"25,2,2",3,85,47,38,0.552941
"11,17,23",3,84,47,36,0.559524
"8,5,17",3,84,33,51,0.392857
"12,11,5",3,84,34,49,0.404762
"14,25,24",3,84,60,24,0.714286
"23,8,11",3,83,27,56,0.325301
"11,8,24",3,83,56,27,0.674699
"14,14,10",3,83,33,50,0.39759
"3,19,3",3,83,52,31,0.626506
"16,10,5",3,83,35,48,0.421687
"1,6,24",3,83,37,46,0.445783
"8,25,24",3,82,32,50,0.390244
"16,2,25",3,82,47,31,0.573171
"5,13,24",3,82,30,37,0.365854
"14,25,6",3,82,59,23,0.719512
"6,14,6",3,82,34,48,0.414634
"6,9,6",3,82,47,35,0.573171
"11,20,12",3,81,27,54,0.333333
"24,17,4",3,81,29,51,0.358025
"3,25,11",3,81,47,34,0.580247
"10,3,18",3,80,45,35,0.5625
"7,23,1",3,80,9,71,0.1125
"16,16,14",3,80,56,24,0.7
"24,6,21",3,80,45,35,0.5625
"24,7,25",3,79,28,51,0.35443
"5,20,11",3,79,28,45,0.35443
"15,5,24",3,78,47,31,0.602564
"16,18,25",3,78,50,28,0.641026
"3,15,6",3,78,50,28,0.641026
"17,4,17",3,78,43,35,0.551282
"12,25,6",3,78,44,34,0.564103
"11,25,7",3,78,35,43,0.448718
"3,6,5",3,78,49,29,0.628205
"10,18,6",3,77,31,46,0.402597
"16,5,5",3,77,51,26,0.662338
"13,13,11",3,77,44,33,0.571429
"25,3,13",3,77,32,45,0.415584
"15,15,24",3,77,45,32,0.584416
"16,2,15",3,77,34,43,0.441558
"6,9,25",3,76,31,45,0.407895
"16,18,18",3,76,59,17,0.776316
"8,23,8",3,76,34,42,0.447368
"4,12,11",3,76,29,47,0.381579
"24,15,16",3,76,49,27,0.644737
"17,23,23",3,75,33,42,0.44
"24,2,15",3,75,51,24,0.68
"11,14,5",3,75,44,31,0.586667
"24,16,14",3,75,46,29,0.613333
"4,20,17",3,74,44,30,0.594595
"11,7,10",3,74,30,44,0.405405
"5,17,5",3,74,33,41,0.445946
"24,17,1",3,74,29,44,0.391892
"5,23,25",3,74,27,47,0.364865
"24,3,2",3,74,47,27,0.635135
"4,23,5",3,74,33,41,0.445946
"5,1,24",3,74,28,46,0.378378
"11,1,6",3,73,32,41,0.438356
"10,3,2",3,73,44,29,0.60274
"5,11,6",3,73,27,44,0.369863
"6,2,2",3,73,41,32,0.561644
"25,10,13",3,72,29,43,0.402778
"20,12,17",3,72,12,60,0.166667
"14,11,11",3,72,40,32,0.555556
"14,15,14",3,72,50,22,0.694444
"3,6,2",3,71,31,40,0.43662
"2,17,17",3,71,27,44,0.380282
"12,10,6",3,71,41,29,0.577465
"15,5,25",3,71,28,43,0.394366
"7,24,4",3,71,46,25,0.647887
"25,12,13",3,71,30,41,0.422535
"22,25,10",3,71,41,30,0.577465
"24,6,19",3,71,49,22,0.690141
"11,17,10",3,70,30,40,0.428571
"17,17,1",3,70,23,36,0.328571
"25,7,12",3,70,40,30,0.571429
"11,23,25",3,70,25,41,0.357143
"13,17,24",3,70,27,42,0.385714
"22,6,18",3,70,3,67,0.042857
"12,11,17",3,69,28,41,0.405797
"17,11,1",3,69,40,29,0.57971
"20,12,24",3,69,29,40,0.42029
"11,13,12",3,69,29,39,0.42029
"5,12,24",3,69,18,51,0.26087
"5,12,5",3,69,29,40,0.42029
"24,14,5",3,69,43,26,0.623188
"14,2,2",3,69,41,28,0.594203
"18,16,10",3,68,27,41,0.397059
"25,11,1",3,68,28,40,0.411765
