sequence,length,count,up_count,down_count,up_probability
"18,10,15",3,302,188,114,0.622517
"7,25,11",3,301,109,191,0.362126
"11,25,2",3,300,104,193,0.346667
"24,10,14",3,298,130,166,0.436242
"2,25,20",3,298,119,179,0.399329
"18,3,15",3,298,178,120,0.597315
"18,11,5",3,297,126,171,0.424242
"5,13,13",3,297,164,133,0.552189
"10,25,23",3,297,124,173,0.417508
"16,3,6",3,297,168,123,0.565657
"11,17,6",3,295,122,173,0.413559
"13,24,17",3,295,132,161,0.447458
"25,10,11",3,294,118,176,0.401361
"7,17,25",3,293,105,187,0.358362
"18,15,15",3,293,188,105,0.641638
"3,24,18",3,293,174,119,0.593857
"10,5,25",3,293,121,172,0.412969
"6,3,14",3,293,184,109,0.627986
"5,17,13",3,292,84,208,0.287671
"11,13,12",3,291,115,175,0.395189
"11,2,4",3,290,119,171,0.410345
"2,24,24",3,289,126,163,0.435986
"22,10,10",3,289,159,130,0.550173
"5,7,24",3,288,111,177,0.385417
"13,17,24",3,288,125,161,0.434028
"2,15,15",3,286,194,92,0.678322
"16,3,18",3,286,172,112,0.601399
"6,14,6",3,286,91,195,0.318182
"16,15,24",3,285,160,125,0.561404
"16,18,11",3,284,157,126,0.552817
"25,13,7",3,284,177,107,0.623239
"13,6,16",3,284,165,119,0.580986
"8,25,12",3,283,115,168,0.40636
"7,24,23",3,283,99,184,0.349823
"23,11,7",3,283,117,166,0.413428
"7,11,12",3,283,100,183,0.353357
"5,1,5",3,282,107,175,0.379433
"11,13,7",3,282,119,163,0.421986
"16,14,16",3,282,190,90,0.673759
"11,1,23",3,282,94,188,0.333333
"7,23,23",3,282,121,160,0.429078
"2,11,23",3,282,108,174,0.382979
"25,10,9",3,282,122,160,0.432624
"8,4,25",3,280,125,155,0.446429
"23,5,17",3,280,114,164,0.407143
"12,5,20",3,279,91,188,0.326165
"10,6,15",3,278,122,156,0.438849
"18,2,2",3,276,193,83,0.699275
"7,25,7",3,276,109,166,0.394928
"12,17,25",3,276,120,156,0.434783
"6,19,21",3,276,0,276,0.0
"8,11,2",3,275,119,156,0.432727
"5,2,17",3,272,103,169,0.378676
"17,25,13",3,272,167,105,0.613971
"23,11,25",3,270,57,213,0.211111
"24,9,22",3,268,206,62,0.768657
"17,1,11",3,268,107,161,0.399254
"11,5,1",3,268,117,151,0.436567
"12,5,25",3,268,101,167,0.376866
"2,2,24",3,267,150,117,0.561798
"11,20,11",3,267,159,108,0.595506
"2,5,24",3,265,104,161,0.392453
"16,16,6",3,264,146,118,0.55303
"6,14,25",3,264,91,173,0.344697
"7,4,24",3,263,101,160,0.38403
"5,6,10",3,263,92,171,0.34981
"13,24,16",3,262,165,96,0.629771
"17,7,1",3,261,95,166,0.363985
"24,18,10",3,260,147,113,0.565385
"5,12,11",3,259,90,169,0.34749
"13,13,23",3,259,151,106,0.583012
"7,23,11",3,258,96,162,0.372093
"10,3,14",3,258,159,99,0.616279
"17,7,6",3,257,109,148,0.424125
"8,25,4",3,257,74,183,0.287938
"23,11,13",3,257,158,99,0.614786
"23,17,24",3,256,93,163,0.363281
"2,11,7",3,256,114,141,0.445312
"24,10,5",3,255,112,142,0.439216
"6,18,25",3,255,162,93,0.635294
"4,23,5",3,255,104,151,0.407843
"25,10,5",3,255,112,143,0.439216
"6,18,5",3,254,71,183,0.279528
"10,9,6",3,254,107,147,0.42126
